line,place_geoid,in_DMV,place_pop,poverty_perc,placeOverall1,valueOverall1,placeFederal1,valueFederal1,placeMission1,valueMission1,placeSmallBiz1,valueSmallBiz1,placeNonRes1,valueNonRes1,placeSF1,valueSF1,placeMF1,valueMF1
12,51510,TRUE,157613,0.092781248,"Alexandria City, VA",30371.44348,"Westchester, NY",261.2438603,"Shelby, TN",368.7548987,"Davidson, TN",6672.215458,"Travis, TX",8315.285061,"Denver, CO",30016.02295,"Cobb, GA",7187.354903
13,36061,FALSE,1631993,0.153238494,"New York, NY",29039.33836,"Kings, NY",254.2952506,"New York, NY",368.4902411,"De Kalb, GA",6438.093021,"San Bernardino, CA",8296.118824,"Fairfax, VA",29401.60427,"Denver, CO",7124.174819
14,49035,FALSE,1133646,0.112622838,"Salt Lake, UT",29022.36296,"Milwaukee, WI",248.9743402,"Milwaukee, WI",357.2071341,"Maricopa, AZ",6366.885625,"Tarrant, TX",8165.730815,"Suffolk, MA",29304.29802,"Contra Costa, CA",6997.173443
15,17043,FALSE,929060,0.067660079,"Du Page, IL",28489.59891,"Miami-Dade, FL",247.6387845,"Bronx, NY",318.4709393,"Lake, IL",6355.660693,"Clark, NV",7982.630807,"Contra Costa, CA",29284.1811,"Hudson, NJ",6878.9325
16,06001,FALSE,1656754,0.112841167,"Alameda, CA",28257.09122,"Washington, DC",244.9846078,"Polk, FL",313.6816982,"Jefferson, KY",6249.124541,"Riverside, CA",7967.903085,"Fairfax City, VA",28470.37893,"Multnomah, OR",6870.939632
17,06059,FALSE,3168044,0.109855195,"Orange, CA",28217.52404,"Arlington, VA",229.9953451,"Philadelphia, PA",298.0872806,"Travis, TX",6221.671719,"Washington, DC",7837.985423,"San Diego, CA",27498.59006,"San Diego, CA",6810.311478
18,48121,FALSE,833822,0.08738763,"Denton, TX",27979.20464,"Marion, IN",226.6441939,"Pierce, WA",287.7562333,"Marion, IN",6116.473015,"Salt Lake, UT",7767.515441,"Denton, TX",26946.45743,"Sacramento, CA",6752.057095
19,48453,FALSE,1226805,0.139091368,"Travis, TX",27806.57019,"Oklahoma, OK",224.6303552,"Denver, CO",277.3520573,"Will, IL",6106.68815,"Fresno, CA",7362.487719,"Orange, CA",26337.99622,"Orange, CA",6621.616552
20,51013,TRUE,233464,0.077635081,"Arlington, VA",27536.01583,"Fairfield, CT",220.8231485,"Los Angeles, CA",276.1234946,"Harris, TX",6019.620236,"Jackson, MO",7292.724093,"Travis, TX",26005.13874,"Suffolk, MA",6503.452013
21,06013,FALSE,1142251,0.093302292,"Contra Costa, CA",27156.02897,"El Paso, TX",219.479075,"Hidalgo, TX",272.7586064,"Hennepin, MN",5879.028001,"Alameda, CA",7163.129879,"Collin, TX",25557.64571,"Franklin, OH",6324.441896
22,53061,FALSE,798808,0.090458965,"Snohomish, WA",27037.36736,"Jefferson, KY",216.7745777,"Cook, IL",269.0290525,"Oklahoma, OK",5820.809214,"Maricopa, AZ",7154.736007,"El Paso, CO",25000.80804,"Essex, NJ",6313.922788
23,13121,FALSE,1036200,0.158377129,"Fulton, GA",26456.98147,"Wayne, MI",206.7075759,"Essex, NJ",261.2640201,"Orange, CA",5778.668885,"Kern, CA",7049.500755,"Hudson, NJ",24390.52465,"King, WA",6214.71582
24,37119,FALSE,1074475,0.131679311,"Mecklenburg, NC",25684.18672,"Cuyahoga, OH",191.5818355,"Alameda, CA",259.6533806,"Dallas, TX",5775.821563,"San Diego, CA",7019.963218,"Fulton, GA",24218.77742,"Middlesex, MA",6195.227928
25,06073,FALSE,3316073,0.127772077,"San Diego, CA",25630.55019,"Clark, NV",191.4044765,"Kings, NY",253.7710106,"Hamilton, OH",5767.943132,"Los Angeles, CA",6970.552923,"Snohomish, WA",24185.27499,"Mecklenburg, NC",6153.176156
26,48157,FALSE,765394,0.078884387,"Fort Bend, TX",25349.92367,"De Kalb, GA",186.2381408,"Multnomah, OR",247.0399945,"Pierce, WA",5762.904791,"Prince Georges, MD",6939.68975,"Fairfield, CT",24152.31827,"Snohomish, WA",6051.949685
27,25021,FALSE,700437,0.067573423,"Norfolk, MA",24686.874,"Monroe, NY",182.9244367,"Bernalillo, NM",239.848463,"St Louis, MO",5609.911938,"Ventura, CA",6914.03476,"Honolulu, HI",23883.82062,"Fort Bend, TX",6011.850303
28,37183,FALSE,1069079,0.102126859,"Wake, NC",24560.8381,"Hennepin, MN",180.9820292,"Wayne, MI",231.9841445,"Du Page, IL",5572.650727,"Snohomish, WA",6874.903375,"Montgomery, MD",23741.84478,"Prince Georges, MD",5931.66173
29,06111,FALSE,847263,0.093365785,"Ventura, CA",24102.6928,"Bernalillo, NM",179.3193858,"Fulton, GA",231.6960784,"Snohomish, WA",5554.736107,"El Paso, CO",6751.213744,"Norfolk, MA",23648.88838,"Montgomery, PA",5842.432345
30,25025,FALSE,796605,0.193983563,"Suffolk, MA",24021.80201,"Allegheny, PA",178.1901593,"Hennepin, MN",226.4279917,"Salt Lake, UT",5550.609604,"Mecklenburg, NC",6740.955705,"Middlesex, MA",22880.27387,"Bergen, NJ",5836.212249
31,08041,FALSE,698974,0.115772169,"El Paso, CO",23978.72718,"Alameda, CA",169.8357225,"Orange, FL",219.6305141,"Franklin, OH",5524.771177,"Marion, IN",6738.418118,"Ventura, CA",22826.80099,"Fairfield, CT",5616.233999
32,24031,TRUE,1043530,0.068901002,"Montgomery, MD",23825.37664,"Pierce, WA",168.6275402,"Cuyahoga, OH",196.7904537,"Contra Costa, CA",5426.758635,"Multnomah, OR",6679.777947,"Los Angeles, CA",22613.81085,"Suffolk, NY",5606.959558
33,41051,FALSE,804606,0.158605854,"Multnomah, OR",23798.22921,"Fresno, CA",167.4637998,"Bexar, TX",192.3237236,"San Joaquin, CA",5380.153684,"Contra Costa, CA",6589.31157,"Fort Bend, TX",22366.49572,"San Bernardino, CA",5604.146839
34,53053,FALSE,877013,0.117207,"Pierce, WA",23731.50011,"Kern, CA",165.6358555,"Pinellas, FL",188.0212777,"Alexandria City, VA",5350.920535,"Orange, CA",6559.844871,"Wake, NC",21611.52465,"Riverside, CA",5602.191656
35,06037,FALSE,10081570,0.157937866,"Los Angeles, CA",23689.70456,"Alexandria City, VA",157.1743213,"Contra Costa, CA",185.4964036,"Milwaukee, WI",5340.786394,"Gwinnett, GA",6508.804537,"Salt Lake, UT",21532.22029,"Norfolk, MA",5575.968629
36,17197,FALSE,689315,0.075551748,"Will, IL",23463.45856,"Philadelphia, PA",156.4473026,"King, WA",171.0118167,"Pinellas, FL",5335.608303,"Bernalillo, NM",6495.355575,"Mecklenburg, NC",20952.98629,"Maricopa, AZ",5514.920231
37,17097,FALSE,701473,0.083443539,"Lake, IL",23300.61791,"Multnomah, OR",155.867994,"Salt Lake, UT",161.0829834,"Fairfax, VA",5330.112493,"Hidalgo, TX",6480.806896,"Pierce, WA",20849.99853,"San Joaquin, CA",5455.06131
38,34017,FALSE,670046,0.158388424,"Hudson, NJ",22987.97755,"Jackson, MO",152.1840885,"Orange, CA",159.2040199,"Bexar, TX",5216.724595,"Sacramento, CA",6478.903915,"Multnomah, OR",20795.81763,"Wake, NC",5413.246744
39,25017,FALSE,1600842,0.081024288,"Middlesex, MA",22976.01954,"Erie, NY",151.8598712,"Pima, AZ",158.3589382,"Bergen, NJ",5206.608231,"St Louis, MO",6442.082572,"Westchester, NY",20775.88034,"Jackson, MO",5372.703689
40,04013,FALSE,4328810,0.146074905,"Maricopa, AZ",22719.1965,"New Haven, CT",149.5543071,"Norfolk, MA",154.1436214,"San Mateo, CA",5185.264554,"Montgomery, PA",6358.146946,"Maricopa, AZ",19879.30214,"Denton, TX",5359.782063
41,15003,FALSE,984821,0.091408085,"Honolulu, HI",22087.55689,"Middlesex, NJ",145.8855525,"Alexandria City, VA",153.3316108,"Middlesex, NJ",5180.973727,"Wake, NC",6286.918318,"Clark, NV",19643.62893,"De Kalb, GA",5306.694201
42,42091,FALSE,823823,0.063412542,"Montgomery, PA",21879.71577,"Shelby, TN",143.4250639,"Mecklenburg, NC",150.4999079,"Montgomery, PA",5179.510392,"Kings, NY",6264.620844,"San Joaquin, CA",19449.50084,"Washington, DC",5302.40226
43,47037,FALSE,687488,0.165092884,"Davidson, TN",21748.67935,"Santa Clara, CA",139.8012985,"San Mateo, CA",148.3640407,"King, WA",5162.332861,"Dallas, TX",6215.176232,"Riverside, CA",19331.26749,"New York, NY",5259.20865
44,34003,FALSE,930390,0.072329981,"Bergen, NJ",21538.54104,"Honolulu, HI",138.7687869,"Worcester, MA",143.0830893,"Hillsborough, FL",5088.846618,"Essex, NJ",6194.566597,"Essex, MA",19305.89209,"Travis, TX",5258.343633
45,32003,FALSE,2182004,0.143498221,"Clark, NV",21466.29353,"Davidson, TN",137.8790931,"St Louis, MO",138.8485691,"Ventura, CA",5061.881777,"Santa Clara, CA",6171.828719,"Essex, NJ",19281.71926,"Collin, TX",5121.226879
46,09001,FALSE,943926,0.089295701,"Fairfield, CT",21135.55498,"Los Angeles, CA",136.7512556,"Montgomery, MD",138.6302837,"Oakland, MI",5050.840165,"King, WA",6102.771172,"Davidson, TN",19135.67114,"Essex, MA",5081.240375
47,06077,FALSE,742603,0.16524088,"San Joaquin, CA",21044.25462,"Sacramento, CA",135.7428596,"Oklahoma, OK",136.5155845,"Cook, IL",5042.421671,"Middlesex, NJ",6089.435156,"Sacramento, CA",18786.44112,"Orange, FL",5047.897948
48,48439,FALSE,2049770,0.13276581,"Tarrant, TX",20981.59785,"Hamilton, OH",126.9821922,"San Bernardino, CA",135.4080329,"Alameda, CA",5013.820659,"Bexar, TX",6072.639034,"Bergen, NJ",18218.89252,"Salt Lake, UT",5044.704493
49,27053,FALSE,1245837,0.114853767,"Hennepin, MN",20750.95547,"Cook, IL",126.0257794,"Fresno, CA",135.1258949,"El Paso, CO",5000.603032,"San Francisco, CA",6015.106418,"Kings, NY",18163.1135,"Montgomery, MD",5007.614448
50,13067,FALSE,751218,0.10889119,"Cobb, GA",20744.1885,"San Diego, CA",125.4054172,"Davidson, TN",134.1916219,"San Diego, CA",4985.748107,"Franklin, OH",5961.009802,"Hennepin, MN",17274.75552,"Davidson, TN",4981.917088
51,06065,FALSE,2411439,0.150016366,"Riverside, CA",20706.24655,"Salt Lake, UT",121.5501915,"San Diego, CA",129.3171314,"Falls Church City, VA",4972.147479,"San Mateo, CA",5959.276109,"Cobb, GA",17212.4116,"Hennepin, MN",4924.776674
52,17031,FALSE,5198275,0.153251786,"Cook, IL",20277.44869,"Franklin, OH",120.956079,"Santa Clara, CA",128.404833,"Jackson, MO",4958.133025,"Harris, TX",5852.65915,"Orange, FL",16842.34321,"Tarrant, TX",4868.605324
53,13135,FALSE,915046,0.12258561,"Gwinnett, GA",20269.16267,"Lake, IL",120.0330053,"Oakland, MI",126.2891224,"Lee, FL",4935.09386,"Lee, FL",5671.124747,"Hillsborough, FL",16264.57097,"Polk, FL",4793.413063
54,48113,FALSE,2606868,0.166209336,"Dallas, TX",19930.04765,"Orange, FL",118.7997124,"Hudson, NJ",125.4733335,"Allegheny, PA",4919.809067,"Bergen, NJ",5622.24181,"Prince Georges, MD",16147.71768,"Fulton, GA",4739.892037
55,36119,FALSE,968890,0.092290866,"Westchester, NY",19904.28747,"Tarrant, TX",118.3706814,"Wake, NC",124.9397044,"Los Angeles, CA",4916.958639,"Honolulu, HI",5475.089647,"San Bernardino, CA",16038.04932,"Erie, NY",4698.564081
56,06071,FALSE,2149031,0.172748438,"San Bernardino, CA",19443.99805,"Mecklenburg, NC",118.3561902,"Loudoun, VA",122.8481391,"Fairfax City, VA",4914.931078,"Philadelphia, PA",5472.058677,"De Kalb, GA",15975.92665,"Alexandria City, VA",4648.816848
57,25009,FALSE,783676,0.107239317,"Essex, MA",19212.39921,"Ventura, CA",116.4550565,"Marion, IN",122.7631746,"Shelby, TN",4888.589307,"Worcester, MA",5364.348501,"Nassau, NY",15397.47639,"Middlesex, NJ",4646.810759
58,29189,FALSE,996919,0.102241863,"St Louis, MO",18884.7465,"Worcester, MA",115.6612805,"Essex, MA",122.5026615,"Clark, NV",4881.118642,"Cobb, GA",5356.125118,"Gwinnett, GA",15063.20032,"Oklahoma, OK",4630.291096
59,34023,FALSE,825920,0.082117706,"Middlesex, NJ",18882.45495,"Essex, MA",112.4127404,"Travis, TX",121.1132953,"Santa Clara, CA",4848.614227,"Cuyahoga, OH",5335.322357,"Tarrant, TX",14889.6174,"Duval, FL",4626.464505
60,06067,FALSE,1524553,0.161025672,"Sacramento, CA",18844.92451,"Hartford, CT",111.3387921,"Hartford, CT",119.600174,"El Paso, TX",4784.921552,"Essex, MA",5252.086733,"Harris, TX",14513.73216,"Hillsborough, FL",4414.34875
61,34013,FALSE,795404,0.165190073,"Essex, NJ",18469.90991,"Bexar, TX",109.8253738,"Allegheny, PA",119.1092801,"Palm Beach, FL",4772.717741,"Alexandria City, VA",5209.19633,"Du Page, IL",14462.2053,"Bexar, TX",4312.678798
62,36059,FALSE,1356509,0.057418654,"Nassau, NY",18357.07703,"Wake, NC",108.6096375,"Queens, NY",118.4107034,"Hidalgo, TX",4768.063768,"Norfolk, MA",5161.550487,"Bexar, TX",14391.23579,"Fresno, CA",4287.463101
63,48201,FALSE,4646630,0.164835348,"Harris, TX",18215.58472,"San Mateo, CA",105.5883481,"Honolulu, HI",116.9179949,"Macomb, MI",4735.230478,"Davidson, TN",5108.42985,"Dallas, TX",13895.75553,"Marion, IN",4261.021207
64,24033,TRUE,908670,0.089212522,"Prince Georges, MD",17972.93362,"Harris, TX",104.480037,"San Joaquin, CA",116.3605547,"San Bernardino, CA",4716.43826,"Fulton, GA",5042.686077,"Fresno, CA",13772.71871,"Jefferson, KY",4229.610918
65,18097,FALSE,951869,0.192136953,"Marion, IN",17874.67929,"San Joaquin, CA",103.5325626,"Sacramento, CA",113.3525941,"Broward, FL",4656.781751,"Bronx, NY",5021.14531,"Lake, IL",13571.66269,"Baltimore, MD",4210.379273
66,12095,FALSE,1349746,0.162383657,"Orange, FL",17712.82108,"Hidalgo, TX",100.4458293,"Jefferson, KY",112.7166005,"Honolulu, HI",4645.717396,"El Paso, TX",4985.478945,"Montgomery, PA",13525.51908,"Arlington, VA",4158.219576
67,48029,FALSE,1952843,0.163873524,"Bexar, TX",17535.23427,"Hillsborough, FL",94.37885239,"Dallas, TX",108.7673268,"Duval, FL",4643.859929,"Suffolk, MA",4980.347681,"Worcester, MA",13496.76891,"Kings, NY",4153.570627
68,39049,FALSE,1290360,0.165187127,"Franklin, OH",17345.53749,"Suffolk, NY",93.94170992,"Snohomish, WA",106.7238904,"Riverside, CA",4610.353631,"Milwaukee, WI",4979.889508,"Broward, FL",13368.04026,"Monroe, NY",4126.72404
69,12057,FALSE,1422278,0.156686678,"Hillsborough, FL",17310.33637,"Pinellas, FL",89.64406166,"Middlesex, MA",99.64844739,"Hudson, NJ",4585.732837,"Oklahoma, OK",4962.049884,"Palm Beach, FL",13346.43263,"Bernalillo, NM",4111.493021
70,29095,FALSE,696216,0.161876198,"Jackson, MO",16743.73602,"Pima, AZ",85.39865305,"Clark, NV",98.79968318,"Orange, FL",4551.16837,"Pima, AZ",4938.862253,"Kern, CA",13237.572,"Fairfax, VA",3955.709978
71,26125,FALSE,1253185,0.094359665,"Oakland, MI",16476.90676,"San Bernardino, CA",85.34483742,"New Haven, CT",97.97717631,"Multnomah, OR",4549.927775,"Shelby, TN",4904.265784,"Cook, IL",13212.61676,"St Louis, MO",3906.945271
72,06019,FALSE,984521,0.236061438,"Fresno, CA",16287.14268,"Contra Costa, CA",82.71627945,"Miami-Dade, FL",93.23645327,"Pima, AZ",4542.030584,"Montgomery, MD",4896.551964,"Middlesex, NJ",13002.90091,"Falls Church City, VA",3770.650089
73,12099,FALSE,1465027,0.125539645,"Palm Beach, FL",15993.52461,"Broward, FL",82.29244968,"Fairfield, CT",92.8869027,"Essex, NJ",4540.514328,"Wayne, MI",4854.178925,"Duval, FL",12789.9519,"Clark, NV",3747.071653
74,40109,FALSE,787216,0.168000934,"Oklahoma, OK",15889.21459,"Riverside, CA",82.28475735,"Duval, FL",92.85283164,"Cuyahoga, OH",4506.904189,"Palm Beach, FL",4833.285281,"Oakland, MI",12759.79364,"Dallas, TX",3697.643883
75,12011,FALSE,1926205,0.136622117,"Broward, FL",15700.88548,"Orange, CA",81.63867833,"Riverside, CA",91.29644772,"Sacramento, CA",4477.942536,"Jefferson, KY",4826.030696,"Franklin, OH",12708.52859,"Kern, CA",3675.765806
76,21111,FALSE,767419,0.154455867,"Jefferson, KY",15690.68823,"Baltimore, MD",78.12255435,"Franklin, OH",90.51866831,"Bernalillo, NM",4460.595236,"Polk, FL",4810.290049,"Miami-Dade, FL",12680.5025,"Du Page, IL",3665.442226
77,13089,FALSE,749323,0.167851212,"De Kalb, GA",15686.08873,"Dallas, TX",76.42843991,"Prince Georges, MD",89.97412433,"Fairfield, CT",4447.709961,"Miami-Dade, FL",4802.081201,"Suffolk, NY",12500.61125,"Westchester, NY",3626.090414
78,55079,FALSE,951226,0.193767298,"Milwaukee, WI",15271.80741,"Prince Georges, MD",74.93181729,"Tarrant, TX",89.48722575,"Miami-Dade, FL",4429.989815,"Queens, NY",4792.638505,"Baltimore, MD",12356.08159,"Milwaukee, WI",3618.690875
79,35001,FALSE,677858,0.176905067,"Bernalillo, NM",15214.4129,"Middlesex, MA",73.10334441,"Westchester, NY",87.58334051,"Monroe, NY",4361.929882,"Broward, FL",4772.136198,"Lee, FL",11965.20521,"Cook, IL",3560.46454
80,36103,FALSE,1483832,0.067118949,"Suffolk, NY",15202.69392,"Oakland, MI",70.7676023,"Harris, TX",84.96527746,"Philadelphia, PA",4231.544918,"Middlesex, MA",4763.034578,"Queens, NY",11728.72651,"Lake, IL",3428.082855
81,25027,FALSE,824772,0.110802549,"Worcester, MA",14971.24638,"Maricopa, AZ",69.99736619,"Ventura, CA",84.43161061,"Middlesex, MA",4224.752003,"Macomb, MI",4519.836791,"Oklahoma, OK",11691.71873,"Hamilton, OH",3401.71988
82,06029,FALSE,887641,0.214433363,"Kern, CA",14968.16346,"Du Page, IL",69.85293497,"Fort Bend, TX",83.11821955,"Montgomery, MD",4224.661692,"Baltimore, MD",4383.871295,"Will, IL",11685.79591,"Worcester, MA",3395.176765
83,24005,FALSE,828018,0.090930439,"Baltimore, MD",14881.70281,"Duval, FL",69.3187804,"Middlesex, NJ",82.41858498,"Norfolk, MA",4209.511758,"Westchester, NY",4369.373626,"St Louis, MO",11207.78014,"Will, IL",3351.903588
84,12071,FALSE,737468,0.134981405,"Lee, FL",14745.95576,"El Paso, CO",66.9304734,"Collin, TX",80.07100778,"San Francisco, CA",4204.27936,"Hillsborough, FL",4243.997577,"Pima, AZ",11046.48473,"Pima, AZ",3317.180431
85,12086,FALSE,2699428,0.186159864,"Miami-Dade, FL",14610.08091,"Montgomery, MD",66.62744474,"Macomb, MI",78.23077369,"Queens, NY",4195.614883,"Falls Church City, VA",4211.914201,"Jefferson, KY",10898.88116,"Hartford, CT",3219.500126
86,39061,FALSE,813589,0.172463707,"Hamilton, OH",14009.35709,"Nassau, NY",65.8690727,"El Paso, CO",76.19629271,"Suffolk, MA",4146.2003,"New York, NY",4154.936536,"Hartford, CT",10429.36683,"Nassau, NY",3216.038966
87,47157,FALSE,936374,0.202066341,"Shelby, TN",13375.9828,"Queens, NY",64.87184636,"Baltimore, MD",75.30534921,"Essex, MA",4144.24119,"Oakland, MI",3982.315402,"Hamilton, OH",10304.08731,"Queens, NY",3198.373284
88,42101,FALSE,1579075,0.24380579,"Philadelphia, PA",13170.13856,"Denton, TX",61.30974491,"Fairfax, VA",74.51567136,"Prince Georges, MD",4080.641692,"Hennepin, MN",3972.045267,"Bernalillo, NM",10280.76378,"Shelby, TN",3189.315927
89,12031,FALSE,936186,0.157204378,"Duval, FL",12969.9314,"Palm Beach, FL",53.20165641,"Monroe, NY",73.60651859,"New Haven, CT",4078.458795,"Hamilton, OH",3934.963069,"Pinellas, FL",10276.92093,"Harris, TX",3101.319587
90,36047,FALSE,2589974,0.208085059,"Kings, NY",12844.09542,"Polk, FL",52.4623466,"Maricopa, AZ",71.15144148,"Wayne, MI",4065.857618,"Arlington, VA",3868.433071,"Marion, IN",9767.154661,"New Haven, CT",3016.194844
91,39035,FALSE,1247451,0.183094238,"Cuyahoga, OH",12396.10329,"Norfolk, MA",49.83469185,"Palm Beach, FL",70.91195217,"Hartford, CT",4061.401185,"Loudoun, VA",3868.352946,"Jackson, MO",9708.986849,"Bronx, NY",2856.154487
92,12103,FALSE,964666,0.130254571,"Pinellas, FL",12376.84111,"Fort Bend, TX",46.58867122,"Lake, IL",70.18987831,"Baltimore, MD",3924.343556,"Fairfax, VA",3861.504634,"New Haven, CT",9260.804431,"Hidalgo, TX",2830.343975
93,48141,FALSE,836062,0.218094096,"El Paso, TX",12222.19715,"Montgomery, PA",46.04856925,"Kern, CA",66.10611443,"Arlington, VA",3898.8757,"De Kalb, GA",3773.568421,"Shelby, TN",9244.335033,"Allegheny, PA",2756.573768
94,04019,FALSE,1027207,0.176819529,"Pima, AZ",12090.72021,"Collin, TX",45.4590748,"De Kalb, GA",56.25828304,"Kings, NY",3752.08399,"Fairfax City, VA",3751.956232,"Bronx, NY",9149.329662,"El Paso, TX",2581.6454
95,12105,FALSE,686218,0.166798044,"Polk, FL",11706.22261,"Bergen, NJ",44.89738008,"Erie, NY",55.83629175,"Westchester, NY",3724.339241,"Pinellas, FL",3457.238174,"Polk, FL",8999.964469,"Pinellas, FL",2525.759183
96,09003,FALSE,893561,0.112835059,"Hartford, CT",11133.0921,"Cobb, GA",44.78279351,"Bergen, NJ",53.42859916,"Erie, NY",3653.18936,"Nassau, NY",3432.486897,"Philadelphia, PA",8936.804703,"Cuyahoga, OH",2515.084217
97,36081,FALSE,2287388,0.134123656,"Queens, NY",10957.75498,"Macomb, MI",43.86127925,"Du Page, IL",46.42252694,"Kern, CA",3604.123711,"Orange, FL",3169.425556,"Allegheny, PA",8731.345067,"Fairfax City, VA",2397.214315
98,26099,FALSE,870325,0.116895097,"Macomb, MI",10943.2322,"Fairfax City, VA",40.0531026,"Gwinnett, GA",43.98702309,"Polk, FL",3574.148146,"Suffolk, NY",3116.498191,"El Paso, TX",8283.610057,"Honolulu, HI",2393.239665
99,09009,FALSE,857513,0.122268021,"New Haven, CT",9567.422743,"Will, IL",38.27598249,"Will, IL",36.90241441,"Nassau, NY",3511.67317,"Duval, FL",2345.594986,"Milwaukee, WI",8115.027407,"Broward, FL",2301.619642
100,48215,FALSE,855176,0.310929101,"Hidalgo, TX",9487.073916,"St Louis, MO",34.5669124,"Denton, TX",36.62600005,"Worcester, MA",3437.441595,"Monroe, NY",2071.49235,"Macomb, MI",7832.946699,"Macomb, MI",2276.390943
101,26163,FALSE,1757299,0.229432206,"Wayne, MI",9470.315069,"Loudoun, VA",33.14254357,"Broward, FL",36.49504859,"Washington, DC",3425.457636,"New Haven, CT",1972.599344,"Monroe, NY",6882.73718,"Oakland, MI",2236.735457
102,42003,FALSE,1221744,0.127465691,"Allegheny, PA",9355.496484,"Lee, FL",32.89267595,"Suffolk, NY",32.55242417,"Fresno, CA",3235.6196,"Hartford, CT",1955.428549,"Cuyahoga, OH",6868.50522,"Palm Beach, FL",2211.24207
103,36055,FALSE,743341,0.147186886,"Monroe, NY",8635.836329,"Fairfax, VA",30.8533481,"Cobb, GA",32.28522886,"Suffolk, NY",3165.65116,"Fairfield, CT",1799.728449,"Erie, NY",6410.560151,"Miami-Dade, FL",1761.103121
104,36005,FALSE,1435068,0.285322656,"Bronx, NY",7836.14882,"Falls Church City, VA",22.86268571,"Montgomery, PA",32.08132327,"New York, NY",2808.201321,"Allegheny, PA",1536.085071,"Wayne, MI",5692.041317,"Lee, FL",1666.266436
105,36029,FALSE,919355,0.146101666,"Erie, NY",7128.409052,"Gwinnett, GA",12.62571841,"Nassau, NY",27.22576017,"Bronx, NY",2669.885698,"Erie, NY",1285.260766,"Hidalgo, TX",3738.581946,"Wayne, MI",1436.54691
